Player,Pos,Age,Tm,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,Year,SeasonType,MPG_p
Kevon Looney,C,25,GSW,22,448,18.3,0.662,0.0,0.205,16.2,25.6,21.0,14.6,1.0,2.2,16.5,11.3,1.3,0.6,1.9,0.205,1.1,2.0,3.1,0.6,2022,Playoffs,20.363636363636363
Kevon Looney,C,26,GSW,13,325,18.8,0.584,0.0,0.281,19.1,35.1,27.0,17.4,1.2,1.3,15.3,10.8,0.8,0.6,1.4,0.206,1.4,1.8,3.1,0.4,2023,Playoffs,25.0
Khem Birch,C,26,ORL,5,92,14.7,0.617,0.0,0.389,9.9,28.1,18.4,7.7,0.5,5.0,22.2,13.0,0.1,0.1,0.2,0.092,-1.1,1.5,0.4,0.1,2019,Playoffs,18.4
Khem Birch,C,27,ORL,5,89,11.6,0.637,0.0,0.786,9.9,19.4,14.4,11.3,0.5,0.0,21.0,11.4,0.2,0.1,0.2,0.121,-2.0,0.5,-1.4,0.0,2020,Playoffs,17.8
Khem Birch,C,29,TOR,6,63,8.1,0.563,0.25,0.0,7.1,10.8,8.8,7.2,0.8,1.7,15.8,14.0,0.0,0.0,0.0,0.003,-5.1,-0.1,-5.2,0.0,2022,Playoffs,10.5
Khris Middleton,SF,27,MIL,15,515,14.7,0.567,0.458,0.259,1.8,16.1,9.2,19.6,0.8,0.0,11.5,21.0,0.7,0.8,1.5,0.139,0.7,0.6,1.3,0.5,2019,Playoffs,34.333333333333336
Khris Middleton,SF,28,MIL,10,355,13.5,0.507,0.361,0.256,1.5,19.6,10.4,27.0,1.5,0.6,14.5,28.4,-0.1,0.5,0.3,0.043,-0.4,0.4,0.0,0.2,2020,Playoffs,35.5
Khris Middleton,SF,29,MIL,23,922,16.5,0.548,0.387,0.215,2.8,17.7,10.1,19.6,1.9,0.4,13.0,26.4,0.6,1.6,2.2,0.115,1.5,1.1,2.6,1.1,2021,Playoffs,40.08695652173913
Khris Middleton,SF,30,MIL,2,72,10.5,0.573,0.583,0.125,1.5,12.4,7.1,29.3,2.0,0.0,30.3,21.8,-0.1,0.1,0.1,0.035,-0.9,1.9,0.9,0.1,2022,Playoffs,36.0
Khris Middleton,SF,31,MIL,5,173,19.1,0.6,0.372,0.349,4.4,17.0,10.4,26.9,0.8,0.0,14.6,28.3,0.3,0.0,0.4,0.105,2.5,-0.9,1.6,0.2,2023,Playoffs,34.6
Klay Thompson,SG,28,GSW,21,818,14.5,0.575,0.439,0.114,1.7,10.1,6.0,8.3,1.7,1.8,9.1,22.1,0.8,0.4,1.2,0.072,0.6,-0.4,0.2,0.5,2019,Playoffs,38.95238095238095
Klay Thompson,SG,31,GSW,22,792,14.1,0.55,0.543,0.082,1.0,10.9,6.1,9.5,1.5,1.9,6.8,22.7,0.6,0.7,1.3,0.079,1.1,-0.4,0.7,0.6,2022,Playoffs,36.0
Klay Thompson,SF,32,GSW,13,468,9.3,0.525,0.621,0.11,0.2,11.9,6.0,9.0,0.7,0.7,10.2,22.5,-0.2,0.4,0.2,0.016,-1.3,-1.3,-2.6,-0.1,2023,Playoffs,36.0
Kristaps Porziņģis,C,24,DAL,3,94,26.0,0.708,0.425,0.575,3.4,27.1,15.1,3.3,0.0,2.8,5.6,24.3,0.4,0.0,0.4,0.205,6.2,-0.6,5.7,0.2,2020,Playoffs,31.333333333333332
Kristaps Porziņģis,C,25,DAL,7,233,14.9,0.572,0.375,0.264,3.3,16.3,9.5,5.8,2.0,2.3,3.6,16.2,0.4,0.1,0.5,0.099,0.6,0.1,0.7,0.2,2021,Playoffs,33.285714285714285
Kyle Anderson,PF,27,MEM,5,142,13.7,0.48,0.286,0.095,2.9,17.8,9.7,14.2,4.8,0.0,8.4,14.2,0.0,0.1,0.1,0.042,0.0,2.4,2.4,0.2,2021,Playoffs,28.4
Kyle Anderson,PF,28,MEM,12,221,15.0,0.611,0.235,0.353,4.5,21.2,12.4,13.6,2.3,3.1,14.5,12.8,0.3,0.4,0.7,0.147,-0.7,3.5,2.8,0.3,2022,Playoffs,18.416666666666668
Kyle Anderson,PF,29,MIN,4,104,14.9,0.551,0.2,0.067,3.3,14.9,9.0,27.6,3.4,1.7,16.3,16.4,0.1,0.1,0.2,0.079,-0.5,4.2,3.7,0.1,2023,Playoffs,26.0
Kyle Korver,SF,38,MIL,10,119,12.2,0.619,0.787,0.149,0.9,6.4,3.6,1.3,1.2,0.9,9.1,19.9,0.1,0.1,0.2,0.082,0.4,-0.4,0.0,0.1,2020,Playoffs,11.9
Kyle Kuzma,PF,24,LAL,21,484,10.0,0.535,0.464,0.207,4.4,11.4,7.9,5.0,0.6,1.4,9.7,19.5,0.2,0.4,0.6,0.059,-2.2,-1.5,-3.6,-0.2,2020,Playoffs,23.047619047619047
Kyle Kuzma,SF,25,LAL,6,129,3.3,0.366,0.479,0.188,3.4,17.4,10.1,8.9,0.8,0.8,10.4,20.0,-0.4,0.2,-0.2,-0.086,-5.1,-0.8,-5.9,-0.1,2021,Playoffs,21.5
Kyle Lowry,PG,32,TOR,24,901,15.4,0.576,0.522,0.291,2.6,11.8,7.2,27.5,1.7,0.8,14.5,18.4,1.6,1.3,2.8,0.15,1.0,1.3,2.3,1.0,2019,Playoffs,37.541666666666664
Kyle Lowry,PG,33,TOR,11,413,16.1,0.559,0.486,0.405,2.0,17.1,9.4,23.9,2.2,2.1,13.8,21.6,0.4,0.8,1.3,0.146,0.9,2.6,3.5,0.5,2020,Playoffs,37.54545454545455
Kyle Lowry,PG,35,MIA,10,295,7.8,0.413,0.628,0.221,1.2,13.7,7.2,22.5,2.1,2.6,16.8,17.1,-0.4,0.5,0.1,0.018,-3.4,0.7,-2.7,0.0,2022,Playoffs,29.5
Kyle Lowry,PG,36,MIA,23,599,13.4,0.562,0.506,0.19,2.2,13.4,7.7,24.1,2.0,2.3,17.5,17.2,0.4,0.8,1.2,0.095,-0.6,2.4,1.8,0.6,2023,Playoffs,26.043478260869566
Kyrie Irving,PG,26,BOS,9,330,15.4,0.488,0.324,0.223,1.6,10.3,6.2,35.8,1.7,1.1,12.5,29.8,-0.1,0.5,0.4,0.06,2.1,0.3,2.5,0.4,2019,Playoffs,36.666666666666664
Kyrie Irving,PG,28,BRK,9,325,20.0,0.582,0.399,0.172,4.3,13.0,8.8,15.8,1.4,1.4,5.9,26.0,0.6,0.5,1.1,0.164,4.1,-0.6,3.5,0.5,2021,Playoffs,36.111111111111114
Kyrie Irving,PG,29,BRK,4,170,19.2,0.588,0.333,0.333,4.6,11.6,8.1,18.9,2.1,2.8,11.1,21.9,0.4,0.0,0.4,0.115,3.4,-0.7,2.8,0.2,2022,Playoffs,42.5
LaMarcus Aldridge,C,33,SAS,7,244,21.8,0.517,0.091,0.273,8.4,21.1,14.8,13.1,1.1,2.3,4.9,27.0,0.5,0.2,0.7,0.13,2.5,-0.2,2.3,0.3,2019,Playoffs,34.857142857142854
Landry Shamet,SG,21,LAC,6,174,6.4,0.542,0.816,0.263,0.6,7.5,3.8,7.6,1.6,0.0,14.2,11.7,0.0,-0.1,-0.1,-0.026,-2.9,-1.2,-4.1,-0.1,2019,Playoffs,29.0
Landry Shamet,SG,22,LAC,13,243,7.1,0.548,0.712,0.119,0.0,10.2,5.0,9.4,1.2,1.2,17.3,13.5,-0.1,0.2,0.1,0.023,-2.5,0.6,-1.8,0.0,2020,Playoffs,18.692307692307693
Landry Shamet,SG,23,BRK,12,206,6.6,0.579,0.634,0.122,1.7,9.2,5.6,4.5,1.2,0.4,12.2,10.8,0.0,0.2,0.3,0.066,-3.2,-0.1,-3.3,-0.1,2021,Playoffs,17.166666666666668
Landry Shamet,SG,24,PHO,12,192,8.4,0.509,0.542,0.146,1.9,10.2,6.2,10.3,1.6,0.0,12.1,13.9,0.0,0.0,0.0,0.011,-1.6,0.1,-1.5,0.0,2022,Playoffs,16.0
Landry Shamet,SG,25,PHO,10,184,6.3,0.513,0.644,0.089,1.9,8.7,5.4,7.4,0.5,0.4,7.9,12.1,0.0,0.0,0.0,0.002,-2.9,-1.4,-4.3,-0.1,2023,Playoffs,18.4
Langston Galloway,SG,27,DET,4,110,6.7,0.456,0.735,0.0,1.6,13.8,6.9,5.3,0.9,3.3,5.6,13.7,-0.1,0.0,-0.1,-0.048,-2.5,-1.0,-3.5,0.0,2019,Playoffs,27.5
Larry Nance Jr.,PF,29,NOP,6,130,20.7,0.627,0.231,0.282,16.2,15.5,15.9,13.2,1.2,1.3,12.0,16.5,0.4,0.0,0.4,0.162,2.9,0.3,3.2,0.2,2022,Playoffs,21.666666666666668
LeBron James,PG,35,LAL,21,762,30.2,0.647,0.312,0.393,4.4,30.5,17.5,42.0,1.7,2.3,15.8,30.4,3.0,1.2,4.3,0.269,7.6,3.1,10.7,2.4,2020,Playoffs,36.285714285714285
LeBron James,PG,36,LAL,6,224,20.1,0.564,0.421,0.202,3.4,19.0,10.8,45.2,2.1,0.9,16.8,29.7,0.1,0.3,0.4,0.092,6.5,2.7,9.2,0.6,2021,Playoffs,37.333333333333336
LeBron James,PF,38,LAL,16,619,22.6,0.584,0.359,0.312,4.6,21.6,13.6,27.4,1.3,2.6,10.7,26.6,1.3,0.9,2.2,0.171,5.5,2.0,7.6,1.5,2023,Playoffs,38.6875
Lonnie Walker IV,SG,24,LAL,13,179,13.1,0.613,0.567,0.2,0.6,6.2,3.6,8.9,1.9,0.5,5.8,17.0,0.2,0.2,0.4,0.11,-0.2,1.2,1.0,0.1,2023,Playoffs,13.76923076923077
Lou Williams,SG,32,LAC,6,176,21.2,0.533,0.173,0.394,3.6,7.4,5.4,45.5,1.3,0.5,12.9,32.7,0.3,-0.1,0.2,0.057,4.0,-2.7,1.3,0.1,2019,Playoffs,29.333333333333332
Lou Williams,PG,33,LAC,13,341,15.1,0.511,0.349,0.253,2.3,11.3,6.7,24.3,1.4,0.6,11.5,23.5,0.2,0.3,0.5,0.072,0.7,-0.5,0.2,0.2,2020,Playoffs,26.23076923076923
Lou Williams,PG,34,ATL,18,277,14.7,0.57,0.273,0.245,0.8,9.4,5.1,22.3,2.1,0.3,15.3,23.0,0.1,0.3,0.5,0.079,0.9,1.0,1.9,0.3,2021,Playoffs,15.38888888888889
Luguentz Dort,SF,20,OKC,6,175,4.4,0.454,0.658,0.197,3.1,9.8,6.6,5.7,0.5,4.2,15.4,24.0,-0.5,0.2,-0.3,-0.072,-4.9,0.0,-5.0,-0.1,2020,Playoffs,29.166666666666668
Luka Dončić,PG,20,DAL,6,215,26.9,0.596,0.344,0.5,2.0,28.3,15.0,42.7,1.5,1.2,16.6,37.5,0.4,0.0,0.5,0.101,6.9,1.0,7.9,0.5,2020,Playoffs,35.833333333333336
Luka Dončić,PG,21,DAL,7,281,27.5,0.572,0.388,0.26,1.6,22.3,11.4,54.1,1.7,1.2,12.8,40.4,0.6,0.1,0.7,0.127,10.0,1.8,11.8,1.0,2021,Playoffs,40.142857142857146
Luka Dončić,PG,22,DAL,15,552,28.6,0.577,0.42,0.384,2.1,29.7,15.7,37.3,2.5,1.5,12.5,40.4,1.1,0.8,1.9,0.164,6.8,2.5,9.3,1.6,2022,Playoffs,36.8
Luke Kennard,SG,22,DET,4,133,13.9,0.604,0.319,0.128,0.0,14.0,6.0,8.7,1.1,0.7,5.7,16.6,0.2,-0.1,0.1,0.039,1.3,-0.7,0.6,0.1,2019,Playoffs,33.25
Luke Kennard,SG,24,LAC,15,219,11.0,0.638,0.785,0.031,2.7,4.7,3.7,4.7,0.5,0.0,4.4,14.6,0.4,0.0,0.4,0.084,1.3,-1.5,-0.2,0.1,2021,Playoffs,14.6
Luke Kennard,SG,26,MEM,5,107,15.1,0.727,0.696,0.174,4.4,15.3,9.5,9.7,1.8,0.0,3.9,10.1,0.3,0.1,0.4,0.19,1.8,3.1,4.8,0.2,2023,Playoffs,21.4
Malachi Flynn,PG,23,TOR,6,36,-5.7,0.0,0.429,0.0,6.2,3.8,5.1,10.6,1.5,0.0,12.5,10.3,-0.1,0.0,-0.2,-0.219,-11.5,-2.9,-14.4,-0.1,2022,Playoffs,6.0
Malcolm Brogdon,SG,26,MIL,7,198,14.3,0.549,0.474,0.141,3.2,13.7,8.6,18.9,1.2,0.5,10.8,20.1,0.2,0.3,0.5,0.121,1.4,0.9,2.4,0.2,2019,Playoffs,28.285714285714285
Malcolm Brogdon,PG,27,IND,4,160,18.9,0.556,0.369,0.431,0.0,12.8,6.2,41.8,1.2,0.0,11.5,25.1,0.3,0.0,0.4,0.109,3.5,-0.8,2.6,0.2,2020,Playoffs,40.0
Malcolm Brogdon,PG,30,BOS,19,474,13.4,0.535,0.444,0.179,3.2,12.4,8.0,17.2,0.3,0.9,8.2,22.0,0.5,0.3,0.7,0.076,-0.2,-1.5,-1.6,0.0,2023,Playoffs,24.94736842105263
Malik Beasley,SG,22,DEN,14,281,12.1,0.53,0.505,0.333,4.0,14.1,9.0,7.3,0.6,0.3,6.2,18.0,0.3,0.1,0.4,0.075,-0.8,-1.1,-1.9,0.0,2019,Playoffs,20.071428571428573
Malik Beasley,SG,25,MIN,6,119,9.0,0.547,0.568,0.136,2.0,16.0,9.3,5.6,0.8,0.7,13.0,19.3,-0.1,0.1,0.0,-0.001,-1.7,-0.9,-2.6,0.0,2022,Playoffs,19.833333333333332
Malik Beasley,SG,26,LAL,11,91,5.4,0.45,0.765,0.176,3.7,5.5,4.7,3.0,0.5,0.0,5.2,18.7,-0.1,0.0,0.0,-0.019,-3.6,-2.1,-5.7,-0.1,2023,Playoffs,8.272727272727273
Malik Monk,SG,24,SAC,7,205,18.3,0.58,0.419,0.527,2.9,16.4,9.5,18.2,1.1,1.4,10.9,24.9,0.4,0.2,0.6,0.152,2.5,0.8,3.3,0.3,2023,Playoffs,29.285714285714285
Marc Gasol,C,34,TOR,24,735,13.5,0.564,0.494,0.256,2.4,20.6,11.5,14.7,1.4,3.5,9.5,13.6,1.0,1.3,2.3,0.151,0.3,3.1,3.4,1.0,2019,Playoffs,30.625
Marc Gasol,C,35,TOR,11,228,7.8,0.467,0.422,0.234,1.9,21.3,11.3,18.4,1.1,3.3,18.5,16.8,-0.2,0.4,0.2,0.043,-4.5,2.6,-1.9,0.0,2020,Playoffs,20.727272727272727
Marc Gasol,C,36,LAL,5,87,18.7,0.881,0.846,0.308,5.0,20.4,12.3,27.7,2.4,4.5,21.3,9.6,0.3,0.2,0.4,0.245,2.9,7.8,10.7,0.3,2021,Playoffs,17.4
Marco Belinelli,SG,32,SAS,7,131,8.8,0.504,0.553,0.158,0.0,10.6,5.3,8.5,0.0,1.2,4.7,15.1,0.1,0.0,0.1,0.026,-1.4,-1.4,-2.8,0.0,2019,Playoffs,18.714285714285715
Marcus Morris,PF,29,BOS,9,254,18.1,0.664,0.506,0.392,5.1,23.4,14.7,7.4,0.2,1.8,7.0,17.2,0.7,0.4,1.1,0.206,3.4,1.5,5.0,0.5,2019,Playoffs,28.22222222222222
Marcus Morris,PF,30,LAC,13,388,14.4,0.653,0.532,0.126,3.1,15.1,9.1,7.7,1.4,0.2,7.1,14.2,0.8,0.3,1.2,0.146,1.5,1.6,3.1,0.5,2020,Playoffs,29.846153846153847
Marcus Morris,PF,31,LAC,19,604,11.6,0.542,0.48,0.16,2.5,12.8,7.8,6.9,0.9,1.6,3.2,17.0,0.6,0.4,0.9,0.074,-0.4,-0.8,-1.2,0.1,2021,Playoffs,31.789473684210527
Marcus Morris,PF,33,LAC,3,68,6.1,0.423,0.414,0.138,1.6,20.0,10.2,0.0,0.7,1.1,3.1,19.6,-0.1,0.0,-0.1,-0.072,-5.2,-2.3,-7.4,-0.1,2023,Playoffs,22.666666666666668
Marcus Smart,SG,25,BOS,17,648,11.6,0.552,0.621,0.283,1.8,13.2,7.7,18.0,1.6,1.2,16.8,18.4,0.2,1.0,1.2,0.088,-0.8,1.3,0.4,0.4,2020,Playoffs,38.11764705882353
Marcus Smart,PG,26,BOS,5,183,14.8,0.591,0.652,0.318,2.4,12.0,7.0,25.6,1.4,0.5,15.7,20.7,0.3,-0.2,0.1,0.027,1.3,-0.6,0.7,0.1,2021,Playoffs,36.6
Marcus Smart,PG,27,BOS,21,760,13.1,0.529,0.491,0.222,3.1,10.7,7.0,26.3,1.7,0.6,14.5,21.2,0.5,1.0,1.5,0.094,-0.8,1.1,0.3,0.4,2022,Playoffs,36.19047619047619
Marcus Smart,PG,28,BOS,20,679,15.4,0.592,0.547,0.291,3.6,9.7,6.7,21.3,1.9,0.7,15.2,19.8,1.0,0.6,1.6,0.112,0.0,0.7,0.8,0.5,2023,Playoffs,33.95
Mario Hezonja,PF,24,POR,5,68,10.4,0.484,0.318,0.182,3.1,21.8,12.4,13.6,2.1,0.0,11.2,16.4,0.0,0.1,0.0,0.035,-1.1,0.8,-0.3,0.0,2020,Playoffs,13.6
Markelle Fultz,PG,21,ORL,5,147,8.2,0.476,0.267,0.117,0.0,8.1,3.8,28.9,1.6,2.1,17.1,22.1,-0.2,0.1,-0.1,-0.026,-3.5,-0.5,-3.9,-0.1,2020,Playoffs,29.4
Markieff Morris,PF,29,OKC,5,59,11.4,0.476,0.438,0.563,7.2,16.8,11.9,12.1,0.8,4.3,9.1,15.9,0.0,0.1,0.1,0.078,-2.5,2.1,-0.4,0.0,2019,Playoffs,11.8
Markieff Morris,PF,30,LAL,21,385,8.8,0.608,0.704,0.092,3.7,15.8,9.8,7.0,0.8,0.8,14.3,13.5,0.3,0.4,0.7,0.083,-2.0,0.3,-1.6,0.0,2020,Playoffs,18.333333333333332
Markieff Morris,PF,31,LAL,4,38,4.1,0.387,0.444,0.667,11.4,0.0,5.9,11.9,0.0,2.6,14.7,16.0,0.0,0.0,0.0,-0.025,-5.8,-1.3,-7.1,0.0,2021,Playoffs,9.5
Markus Howard,SG,21,DEN,9,112,8.3,0.554,0.703,0.054,0.9,6.5,3.5,4.9,0.0,0.8,0.0,14.7,0.1,-0.1,0.1,0.023,-1.1,-1.9,-2.9,0.0,2021,Playoffs,12.444444444444445
Marvin Williams,PF,33,MIL,10,179,13.7,0.569,0.489,0.064,7.7,21.3,14.4,7.1,1.3,1.8,5.8,12.3,0.3,0.3,0.5,0.139,0.8,2.0,2.9,0.2,2020,Playoffs,17.9
Mason Plumlee,C,28,DEN,14,218,16.4,0.539,0.021,0.596,12.3,17.6,14.9,13.8,1.7,3.6,11.9,13.7,0.4,0.2,0.7,0.145,-1.2,1.7,0.5,0.1,2019,Playoffs,15.571428571428571
Mason Plumlee,C,29,DEN,19,206,14.1,0.519,0.026,0.308,18.0,17.2,17.6,17.0,1.0,3.8,19.9,12.2,0.4,0.1,0.5,0.117,-1.3,0.2,-1.2,0.0,2020,Playoffs,10.842105263157896
Mason Plumlee,C,32,LAC,5,91,26.6,0.925,0.0,0.875,19.2,24.5,21.7,14.2,1.1,1.7,11.9,11.6,0.6,0.0,0.6,0.303,5.3,2.3,7.6,0.2,2023,Playoffs,18.2
Matisse Thybulle,SG,22,PHI,4,75,4.1,0.5,0.571,0.0,1.4,8.8,5.0,4.1,2.0,1.2,22.2,5.2,0.0,0.0,0.0,-0.006,-4.5,1.5,-3.1,0.0,2020,Playoffs,18.75
Matisse Thybulle,SG,23,PHI,12,220,11.1,0.581,0.654,0.096,2.1,6.3,4.2,1.8,3.5,4.1,3.6,11.0,0.1,0.5,0.6,0.126,-2.2,4.6,2.4,0.2,2021,Playoffs,18.333333333333332
Matisse Thybulle,SG,24,PHI,9,137,8.9,0.533,0.583,0.125,1.9,6.0,4.0,4.3,2.7,4.7,7.3,9.4,0.0,0.2,0.2,0.069,-2.0,3.6,1.6,0.1,2022,Playoffs,15.222222222222221
Matt Thomas,SG,25,TOR,10,84,15.6,0.738,0.571,0.0,1.3,17.1,9.0,12.9,0.6,1.3,4.5,11.5,0.2,0.1,0.3,0.196,1.7,1.3,2.9,0.1,2020,Playoffs,8.4
Maurice Harkless,SF,25,POR,16,388,14.4,0.537,0.257,0.33,7.9,13.4,10.6,9.0,2.3,3.4,12.0,15.9,0.4,0.4,0.8,0.098,-0.6,2.2,1.6,0.3,2019,Playoffs,24.25
Max Strus,SF,25,MIA,18,523,10.4,0.516,0.78,0.099,3.3,13.5,8.2,11.0,1.4,1.7,9.5,17.9,0.1,0.7,0.8,0.076,-0.2,0.7,0.5,0.3,2022,Playoffs,29.055555555555557
Max Strus,SF,26,MIA,23,648,9.8,0.538,0.714,0.132,2.4,12.4,7.3,7.2,0.6,1.1,2.9,14.3,0.5,0.5,1.0,0.077,-1.4,-0.1,-1.4,0.1,2023,Playoffs,28.17391304347826
Maxi Kleber,PF,28,DAL,6,203,7.1,0.452,0.667,0.308,5.3,15.8,10.5,5.5,0.5,3.0,8.3,10.2,0.0,-0.1,0.0,-0.009,-2.2,-1.1,-3.3,-0.1,2020,Playoffs,33.833333333333336
Maxi Kleber,PF,29,DAL,7,187,7.5,0.559,0.667,0.233,3.0,13.1,7.8,7.1,0.8,0.0,2.9,8.3,0.2,0.0,0.2,0.055,-1.9,0.2,-1.7,0.0,2021,Playoffs,26.714285714285715
Maxi Kleber,PF,30,DAL,18,457,14.0,0.681,0.736,0.198,3.8,17.5,10.6,6.9,0.5,3.0,8.7,13.1,1.0,0.3,1.2,0.131,0.9,1.3,2.2,0.5,2022,Playoffs,25.38888888888889
Meyers Leonard,C,26,POR,11,170,17.1,0.616,0.508,0.138,3.7,21.2,12.5,11.8,0.6,0.5,5.5,18.6,0.4,0.1,0.5,0.154,2.3,0.2,2.5,0.2,2019,Playoffs,15.454545454545455
Michael Carter-Williams,PG,27,ORL,5,92,9.2,0.478,0.258,0.258,2.2,23.0,11.9,24.1,1.6,0.0,18.8,20.5,-0.1,0.1,0.0,-0.019,-3.9,1.8,-2.1,0.0,2019,Playoffs,18.4
Michael Kidd-Gilchrist,PF,26,DAL,6,55,5.0,0.421,0.643,0.429,3.9,8.0,6.0,6.9,0.9,1.6,5.7,13.8,0.0,0.0,-0.1,-0.045,-3.6,-1.4,-5.0,0.0,2020,Playoffs,9.166666666666666
Michael Porter Jr.,SF,21,DEN,19,451,16.0,0.602,0.543,0.213,5.6,27.8,16.8,5.6,1.5,1.3,12.2,20.7,0.5,0.4,0.9,0.092,1.8,-0.8,1.0,0.3,2020,Playoffs,23.736842105263158
Michael Porter Jr.,SF,22,DEN,10,332,14.9,0.603,0.541,0.156,3.8,18.4,10.5,5.9,1.7,0.9,10.0,21.0,0.3,0.1,0.4,0.058,0.6,-1.2,-0.6,0.1,2021,Playoffs,33.2
Michael Porter Jr.,SF,24,DEN,20,654,13.4,0.541,0.56,0.124,3.7,24.4,14.4,6.5,0.8,1.5,3.5,17.6,0.7,0.9,1.6,0.117,0.3,-0.6,-0.3,0.3,2023,Playoffs,32.7
Mikal Bridges,SF,24,PHO,22,707,12.9,0.603,0.5,0.147,3.3,11.0,7.4,7.1,1.6,2.0,7.3,14.1,0.8,1.0,1.8,0.125,0.8,0.9,1.7,0.7,2021,Playoffs,32.13636363636363
Mikal Bridges,SF,25,PHO,13,500,13.8,0.572,0.239,0.217,2.9,11.3,7.3,10.2,1.4,2.5,6.8,14.9,0.8,0.2,0.9,0.091,0.4,1.0,1.4,0.4,2022,Playoffs,38.46153846153846
Mikal Bridges,SG,26,BRK,4,157,16.3,0.539,0.325,0.299,1.5,13.7,7.7,20.5,0.7,1.2,8.4,29.8,0.0,0.1,0.1,0.027,2.2,-0.8,1.4,0.1,2023,Playoffs,39.25
Mike Conley,PG,32,UTA,5,165,26.3,0.672,0.531,0.344,2.2,7.7,5.0,25.0,2.5,0.6,6.4,22.3,0.8,0.0,0.9,0.255,6.8,2.4,9.2,0.5,2020,Playoffs,33.0
Mike Conley,PG,33,UTA,6,176,18.5,0.613,0.544,0.235,2.1,11.4,6.9,39.4,0.3,1.5,15.7,22.4,0.6,0.0,0.6,0.153,4.2,-1.2,3.0,0.2,2021,Playoffs,29.333333333333332
Mike Conley,PG,34,UTA,6,174,8.2,0.432,0.439,0.263,1.3,11.3,6.4,26.9,1.5,1.4,17.0,20.6,-0.2,0.1,-0.1,-0.037,-3.3,-0.6,-3.9,-0.1,2022,Playoffs,29.0
Mike Conley,PG,35,MIN,5,183,13.3,0.64,0.524,0.262,1.2,7.2,4.1,26.4,0.8,0.0,13.0,13.6,0.4,0.0,0.4,0.097,0.7,-0.1,0.6,0.1,2023,Playoffs,36.6
Mike James,PG,30,BRK,9,103,6.2,0.384,0.372,0.0,2.2,14.4,8.6,16.5,1.0,0.0,6.5,20.3,-0.2,0.1,-0.1,-0.029,-4.9,-0.9,-5.9,-0.1,2021,Playoffs,11.444444444444445
Mike Scott,PF,30,PHI,10,193,7.3,0.585,0.723,0.043,2.4,16.0,9.5,3.6,0.8,0.0,12.8,12.0,0.1,0.2,0.3,0.07,-2.1,-0.4,-2.5,0.0,2019,Playoffs,19.3
Mitchell Robinson,C,24,NYK,11,298,16.6,0.568,0.0,0.688,21.1,17.9,19.5,4.7,1.2,5.4,13.8,10.8,0.5,0.6,1.0,0.165,0.6,0.6,1.2,0.2,2023,Playoffs,27.09090909090909
Miye Oni,SG,23,UTA,8,41,-3.6,0.0,1.0,0.0,8.9,0.0,4.3,0.0,1.2,0.0,0.0,5.4,-0.1,0.0,-0.1,-0.104,-8.8,-1.9,-10.7,-0.1,2021,Playoffs,5.125
Monte Morris,PG,23,DEN,14,224,9.9,0.409,0.151,0.151,1.4,7.6,4.5,24.3,1.2,0.3,6.1,19.4,-0.1,0.1,0.0,0.001,-3.6,-1.1,-4.7,-0.1,2019,Playoffs,16.0
Monte Morris,PG,24,DEN,19,406,16.3,0.581,0.301,0.256,1.2,7.3,4.3,19.9,1.5,0.5,6.3,17.7,0.9,0.1,1.0,0.119,1.2,-0.1,1.1,0.3,2020,Playoffs,21.36842105263158
Monte Morris,PG,25,DEN,10,286,17.3,0.532,0.345,0.25,2.6,7.3,4.7,28.1,1.7,0.7,5.2,20.7,0.6,0.0,0.6,0.101,2.2,0.3,2.5,0.3,2021,Playoffs,28.6
Monte Morris,PG,26,DEN,5,156,16.1,0.622,0.51,0.235,0.8,8.2,4.4,26.2,1.9,0.0,12.4,17.9,0.4,-0.1,0.3,0.101,2.2,-0.2,2.0,0.2,2022,Playoffs,31.2
Montrezl Harrell,C,25,LAC,6,158,26.6,0.739,0.016,0.413,8.0,15.8,11.6,15.3,0.9,2.1,9.7,21.4,0.7,-0.1,0.6,0.194,5.2,0.5,5.7,0.3,2019,Playoffs,26.333333333333332
Montrezl Harrell,C,26,LAC,13,243,17.4,0.608,0.061,0.829,5.0,12.5,8.7,3.2,1.0,2.8,9.7,22.3,0.4,0.2,0.6,0.126,-0.2,-0.3,-0.5,0.1,2020,Playoffs,18.692307692307693
Montrezl Harrell,C,27,LAL,4,39,22.5,0.64,0.0,0.643,13.9,15.1,14.5,0.0,2.6,0.0,10.0,22.8,0.1,0.1,0.2,0.193,3.7,0.4,4.1,0.1,2021,Playoffs,9.75
Moses Moody,SG,19,GSW,13,105,14.0,0.669,0.464,0.214,2.2,6.2,4.3,5.3,1.4,2.9,8.9,14.1,0.2,0.1,0.3,0.119,1.4,0.4,1.7,0.1,2022,Playoffs,8.076923076923077
Moses Moody,SG,20,GSW,12,161,16.7,0.725,0.512,0.279,4.4,15.6,9.9,6.8,1.5,2.1,4.0,12.8,0.5,0.2,0.7,0.202,1.5,3.2,4.8,0.3,2023,Playoffs,13.416666666666666
